Lutz Heuser,SAP Corporate Research Walldorf,The Relevance of Management of Business Processes and Orchestration,2009,no Author no Title,no Date,0,0,0,1
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Zarnekow, R., Hochstein, A., Brenner, W. Service-orientiertes IT-Management: ITIL-Best-Practices und Fallstudien",2005,0,0,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Zarnekow, R., Hochstein, A., Brenner, W. Service-orientiertes IT-Management: ITIL-Best-Practices und Fallstudien",2005,0,0,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Zarnekow, R., Hochstein, A., Brenner, W. Service-orientiertes IT-Management: ITIL-Best-Practices und Fallstudien",2005,0,0,0,0
Alexander Lawall,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Vahs, D. Organisation: Einführung in die Organisationstheorie und -praxis",2007,0,0,0,0
Thomas Schaller,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Vahs, D. Organisation: Einführung in die Organisationstheorie und -praxis",2007,0,0,0,0
Dominik Reichelt,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Vahs, D. Organisation: Einführung in die Organisationstheorie und -praxis",2007,0,0,0,0
Alexander Lawall,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Fulda, H. Neue Organisationsformen und ihre informationstechnische Realisierung",2001,0,0,0,0
Thomas Schaller,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Fulda, H. Neue Organisationsformen und ihre informationstechnische Realisierung",2001,0,0,0,0
Dominik Reichelt,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Fulda, H. Neue Organisationsformen und ihre informationstechnische Realisierung",2001,0,0,0,0
Alexander Lawall,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Meier, A., Stormer, H. eBusiness & eCommerce",2012,0,0,0,0
Thomas Schaller,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Meier, A., Stormer, H. eBusiness & eCommerce",2012,0,0,0,0
Dominik Reichelt,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Meier, A., Stormer, H. eBusiness & eCommerce",2012,0,0,0,0
Alexander Lawall,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Krcmar, H. Informations management",2010,0,0,0,0
Thomas Schaller,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Krcmar, H. Informations management",2010,0,0,0,0
Dominik Reichelt,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Krcmar, H. Informations management",2010,0,0,0,0
Alexander Lawall,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Wüthrich, H., Philipp, A., Frentz, M. Vorsprung durch Virtualisierung",1997,0,0,0,0
Thomas Schaller,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Wüthrich, H., Philipp, A., Frentz, M. Vorsprung durch Virtualisierung",1997,0,0,0,0
Dominik Reichelt,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Wüthrich, H., Philipp, A., Frentz, M. Vorsprung durch Virtualisierung",1997,0,0,0,0
Alexander Lawall,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Schulte-Zurhausen, M. Organisation",2005,0,0,0,0
Thomas Schaller,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Schulte-Zurhausen, M. Organisation",2005,0,0,0,0
Dominik Reichelt,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Schulte-Zurhausen, M. Organisation",2005,0,0,0,0
Alexander Lawall,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Schwarzer, B., Krcmar, H. Neue Organisationsformen - Ein Führer durch das Begriffspotpurri",1994,0,0,0,0
Thomas Schaller,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Schwarzer, B., Krcmar, H. Neue Organisationsformen - Ein Führer durch das Begriffspotpurri",1994,0,0,0,0
Dominik Reichelt,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Schwarzer, B., Krcmar, H. Neue Organisationsformen - Ein Führer durch das Begriffspotpurri",1994,0,0,0,0
Alexander Lawall,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Lawall, A., Reichelt, D., Schaller, T. Intelligente Verzeichnisdienste",2011,1,0,0,0
Thomas Schaller,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Lawall, A., Reichelt, D., Schaller, T. Intelligente Verzeichnisdienste",2011,1,0,0,0
Dominik Reichelt,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Lawall, A., Reichelt, D., Schaller, T. Intelligente Verzeichnisdienste",2011,1,0,0,0
Alexander Lawall,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Brger, E. Subjektorientiertes Prozessmanagement - Mitarbeiter einbinden, Motivation und Prozessakzeptanz steigern",2011,1,1,0,0
Thomas Schaller,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Brger, E. Subjektorientiertes Prozessmanagement - Mitarbeiter einbinden, Motivation und Prozessakzeptanz steigern",2011,1,1,0,0
Dominik Reichelt,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Brger, E. Subjektorientiertes Prozessmanagement - Mitarbeiter einbinden, Motivation und Prozessakzeptanz steigern",2011,1,1,0,0
Alexander Lawall,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Lawall, A., Schaller, T., Reichelt, D. An approach towards subject-oriented access control",2012,1,0,0,0
Thomas Schaller,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Lawall, A., Schaller, T., Reichelt, D. An approach towards subject-oriented access control",2012,1,0,0,0
Dominik Reichelt,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Lawall, A., Schaller, T., Reichelt, D. An approach towards subject-oriented access control",2012,1,0,0,0
Alexander Lawall,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Lawall, A., Schaller, T., Reichelt, D. Integration of dynamic role resolution within the s-bpm approach",2013,1,0,0,0
Thomas Schaller,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Lawall, A., Schaller, T., Reichelt, D. Integration of dynamic role resolution within the s-bpm approach",2013,1,0,0,0
Dominik Reichelt,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Lawall, A., Schaller, T., Reichelt, D. Integration of dynamic role resolution within the s-bpm approach",2013,1,0,0,0
Alexander Lawall,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Larson, E. Project Management: The Managerial Process",2010,0,0,0,0
Thomas Schaller,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Larson, E. Project Management: The Managerial Process",2010,0,0,0,0
Dominik Reichelt,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Larson, E. Project Management: The Managerial Process",2010,0,0,0,0
