Lutz Heuser,SAP Corporate Research Walldorf,2009,The Relevance of Management of Business Processes and Orchestration,no Author no Title,no Date,0,0,1
Claudia Kaar,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,"Matthias Neubauer, Chris Stary, and Florian Krenn. ",2014,0,0,0
Josef Frysak,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,"Matthias Neubauer, Chris Stary, and Florian Krenn. ",2014,0,0,0
Christian Stary,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,"Matthias Neubauer, Chris Stary, and Florian Krenn. ",2014,0,0,0
Udo Kannengiesser,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,"Matthias Neubauer, Chris Stary, and Florian Krenn. ",2014,0,0,0
Harald Müller,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,"Matthias Neubauer, Chris Stary, and Florian Krenn. ",2014,0,0,0
Claudia Kaar,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Joseph D. Novak and Alberto Cañas. ,2008,0,0,0
Josef Frysak,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Joseph D. Novak and Alberto Cañas. ,2008,0,0,0
Christian Stary,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Joseph D. Novak and Alberto Cañas. ,2008,0,0,0
Udo Kannengiesser,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Joseph D. Novak and Alberto Cañas. ,2008,0,0,0
Harald Müller,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Joseph D. Novak and Alberto Cañas. ,2008,0,0,0
Claudia Kaar,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Joseph D. Novak and Dismas Musonda. ,1991,0,0,0
Josef Frysak,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Joseph D. Novak and Dismas Musonda. ,1991,0,0,0
Christian Stary,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Joseph D. Novak and Dismas Musonda. ,1991,0,0,0
Udo Kannengiesser,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Joseph D. Novak and Dismas Musonda. ,1991,0,0,0
Harald Müller,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Joseph D. Novak and Dismas Musonda. ,1991,0,0,0
Claudia Kaar,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Adrian Paschke and Ralph Schäfermeier. ,2018,0,0,0
Josef Frysak,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Adrian Paschke and Ralph Schäfermeier. ,2018,0,0,0
Christian Stary,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Adrian Paschke and Ralph Schäfermeier. ,2018,0,0,0
Udo Kannengiesser,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Adrian Paschke and Ralph Schäfermeier. ,2018,0,0,0
Harald Müller,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Adrian Paschke and Ralph Schäfermeier. ,2018,0,0,0
Claudia Kaar,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2015,0,0,0
Josef Frysak,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2015,0,0,0
Christian Stary,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2015,0,0,0
Udo Kannengiesser,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2015,0,0,0
Harald Müller,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2015,0,0,0
Claudia Kaar,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2016,0,0,0
Josef Frysak,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2016,0,0,0
Christian Stary,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2016,0,0,0
Udo Kannengiesser,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2016,0,0,0
Harald Müller,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2016,0,0,0
Claudia Kaar,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2016,0,0,0
Josef Frysak,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2016,0,0,0
Christian Stary,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2016,0,0,0
Udo Kannengiesser,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2016,0,0,0
Harald Müller,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2016,0,0,0
Claudia Kaar,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2016,0,0,0
Josef Frysak,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2016,0,0,0
Christian Stary,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2016,0,0,0
Udo Kannengiesser,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2016,0,0,0
Harald Müller,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2016,0,0,0
Claudia Kaar,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2017,0,0,0
Josef Frysak,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2017,0,0,0
Christian Stary,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2017,0,0,0
Udo Kannengiesser,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2017,0,0,0
Harald Müller,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,Plattform Industrie 4.0. ,2017,0,0,0
Claudia Kaar,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,VDI/VDE-Gesellschaft Mess und Automatisierungstechnik. ,2014,0,0,0
Josef Frysak,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,VDI/VDE-Gesellschaft Mess und Automatisierungstechnik. ,2014,0,0,0
Christian Stary,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,VDI/VDE-Gesellschaft Mess und Automatisierungstechnik. ,2014,0,0,0
Udo Kannengiesser,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,VDI/VDE-Gesellschaft Mess und Automatisierungstechnik. ,2014,0,0,0
Harald Müller,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,VDI/VDE-Gesellschaft Mess und Automatisierungstechnik. ,2014,0,0,0
Claudia Kaar,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018, VDI/VDE-Gesellschaft Mess und Automatisierungstechnik. ,2015,0,0,0
Josef Frysak,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018, VDI/VDE-Gesellschaft Mess und Automatisierungstechnik. ,2015,0,0,0
Christian Stary,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018, VDI/VDE-Gesellschaft Mess und Automatisierungstechnik. ,2015,0,0,0
Udo Kannengiesser,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018, VDI/VDE-Gesellschaft Mess und Automatisierungstechnik. ,2015,0,0,0
Harald Müller,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018, VDI/VDE-Gesellschaft Mess und Automatisierungstechnik. ,2015,0,0,0
Claudia Kaar,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,VDI/VDE-Gesellschaft Mess und Automatisierungstechnik. ,2016,0,0,0
Josef Frysak,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,VDI/VDE-Gesellschaft Mess und Automatisierungstechnik. ,2016,0,0,0
Christian Stary,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,VDI/VDE-Gesellschaft Mess und Automatisierungstechnik. ,2016,0,0,0
Udo Kannengiesser,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,VDI/VDE-Gesellschaft Mess und Automatisierungstechnik. ,2016,0,0,0
Harald Müller,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,VDI/VDE-Gesellschaft Mess und Automatisierungstechnik. ,2016,0,0,0
Claudia Kaar,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,VDI/VDE-Gesellschaft Mess und Automatisierungstechnik. ,2017,0,0,0
Josef Frysak,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,VDI/VDE-Gesellschaft Mess und Automatisierungstechnik. ,2017,0,0,0
Christian Stary,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,VDI/VDE-Gesellschaft Mess und Automatisierungstechnik. ,2017,0,0,0
Udo Kannengiesser,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,VDI/VDE-Gesellschaft Mess und Automatisierungstechnik. ,2017,0,0,0
Harald Müller,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,VDI/VDE-Gesellschaft Mess und Automatisierungstechnik. ,2017,0,0,0
Claudia Kaar,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,"Georg Weichhart, Arturo Molina, David Chen, Lawrence E. Whitman, and François Vernadat. ",2016,0,0,0
Josef Frysak,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,"Georg Weichhart, Arturo Molina, David Chen, Lawrence E. Whitman, and François Vernadat. ",2016,0,0,0
Christian Stary,"Institute of Business Informatics - Communications Engineering, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,"Georg Weichhart, Arturo Molina, David Chen, Lawrence E. Whitman, and François Vernadat. ",2016,0,0,0
Udo Kannengiesser,"eneon IT-solutions GmbH, Linz, Austria",Resilient Ontology Support Facilitating Multi-Perspective Process Integration in Industry 4.0,2018,"Georg Weichhart, Arturo Molina, David Chen, Lawrence E. Whitman, and François Vernadat. ",2016,0,0,0
